HSK Level,Word,Pronunciation,Definition
5,??,chao3 jia4,to quarrel; to have a row; CL:?|?[dun4]
5,??,che1 ku4,garage
5,??,che1 xiang1,carriage; CL:?|?[jie2]
5,??,che4 di3,thorough; thoroughly; complete
6,??,che4 tui4,retreat
6,??,che4 xiao1,to repeal; to revoke; to undo (computing)
6,??,chen2 dian4,to settle; to precipitate (solid sediment out of a solution)
6,??,chen2 jiu4,old-fashioned
6,??,chen2 lie4,to display; to exhibit
6,??,chen2 men4,oppressive (of weather); heavy; depressed; not happy
5,??,chen2 mo4,silence; uncommunicative
6,??,chen2 shu4,an assertion; to declare; to state
6,??,chen2 si1,contemplate; contemplation; meditation; ponder
6,??,chen2 zhong4,heavy; hard; serious; critical
6,??,chen2 zhuo2,steady; calm and collected; not nervous
5,?,chen4,to avail oneself of; to take advantage of
3,??,chen4 shan1,shirt; blouse; CL:?[jian4]
6,????,chen4 xin1 ru2 yi4,after one's heart (idiom); gratifying and satisfactory; everything one could wish
5,?,cheng1,to weigh; to state; to name; name; appellation; to praise
6,??,cheng1 hao4,name; term of address; title
5,??,cheng1 hu5,to call; to address as; appellation
5,??,cheng1 zan4,to praise; to acclaim; to commend; to compliment
5,?,cheng2,to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (mathematics); Buddhist sect or creed
6,?,cheng2,orange tree; orange (color)
6,?,cheng2,to hold; contain; to ladle; pick up with a utensil
6,??,cheng2 ban4,to undertake; to accept a contract
6,??,cheng2 bao1,to contract; to undertake (a job)
6,??,cheng2 bao3,castle; rook (chess piece)
6,??,cheng2 ben3,"(manufacturing, production etc) costs"
5,??,cheng2 dan1,to undertake; to assume (responsibility etc)
5,??,cheng2 du4,degree (level or extent); level; CL:?|?[ge4]
6,??,cheng2 fa2,penalty; punishment; to punish
5,??,cheng2 fen4,composition; make-up; ingredient; element; component; one's social status; CL:?|?[ge4]
4,??,cheng2 gong1,"success; to succeed; CL:?[ci4],?|?[ge4]"
5,??,cheng2 guo3,result; achievement; gain; profit; CL:?|?[ge4]
3,??,cheng2 ji4,"achievement; performance records; grades; CL:?|?[xiang4],?|?[ge4]"
6,??,cheng2 jiao1,to complete a contract; to reach a deal
5,??,cheng2 jiu4,accomplishment; success; attain a result; achievement; CL:?|?[ge4]
5,??,cheng2 ken3,sincere; honest; cordial
5,??,cheng2 li4,to establish; to set up; to be tenable; to hold water
6,??,cheng2 nuo4,to promise; to undertake to do something; commitment
6,??,cheng2 qing1,clear (of liquid); limpid; to clarify; to make sth clear; to be clear (about the facts)
5,??,cheng2 ren4,"to admit; to concede; to recognize; recognition (diplomatic, artistic etc); to acknowledge"
4,??,cheng2 shi2,honest; honesty; honorable; truthful
3,??,cheng2 shi4,city; town; CL:?[zuo4]
5,??,cheng2 shou4,to bear; to support; to inherit
4,??,cheng2 shu2,mature; ripe; Taiwan pr. cheng2 shou2
6,??,cheng2 tian1,(coll.) all day long; all the time
4,??,cheng2 wei2,to become; to turn into
6,???,cheng2 wu4 yuan2,"attendant on an airplane, train, boat etc"
6,??,cheng2 xian4,to appear; to emerge; present (a certain appearance); demonstrate
6,??,cheng2 xiao4,effect; result
6,??,cheng2 xin1,intentional; deliberate; on purpose
5,??,cheng2 xu4,procedures; sequence; order; computer program
5,??,cheng2 yu3,"Chinese set expression, often made up of 4 characters or two couplets of 4 characters each, often alluding to a story or historical quotation; idiom; proverb; saying; adage; set expression; CL:?|?[tiao2],?[ben3],?[ju4]"
6,??,cheng2 yuan2,member
5,??,cheng2 zhang3,to mature; to grow; growth
6,??,cheng2 zhi4,sincere; cordial
4,??,cheng2 zuo4,to ride (in a vehicle)
6,?,cheng4,steelyard; Roman balance; CL:?|?[tai2]
1,?,chi1,to eat; to have one's meal; to eradicate; to destroy; to absorb; to suffer; to exhaust
4,??,chi1 jing1,to be startled; to be shocked; to be amazed
6,??,chi1 ku3,to bear; hardships
5,??,chi1 kui1,to suffer losses; to come to grief; to lose out; to get the worst of it; to be at a disadvantage; unfortunately
6,??,chi1 li4,entail strenuous effort; be a strain
3,??,chi2 dao4,to arrive late
6,??,chi2 huan3,slow; sluggish
6,??,chi2 jiu3,lasting; enduring; persistent; permanent; protracted; endurance; persistence; to last long
6,??,chi2 tang2,pool; pond
5,??,chi2 xu4,to continue; to persist; sustainable; preservation
6,??,chi2 yi2,to hesitate
5,??,chi2 zi5,pond; CL:?|?[ge4]
5,??,chi3 zi5,rule; ruler (measuring instrument); CL:?[ba3]
5,??,chi4 bang3,"wing; CL:?|?[ge4],?|?[dui4]"
6,??,chi4 dao4,equator (of the earth or astronomical body)
6,??,chi4 zi4,(financial) deficit; red letter
5,?,chong1,(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with
6,??,chong1 dang1,to serve as; to act as; to play the role of
5,???,chong1 dian4 qi4,battery charger
6,??,chong1 dong4,impetus; impulse; emotional impulse; impulsive
5,??,chong1 fen4,full; abundant
6,??,chong1 ji1,an attack; under attack; a shock
5,??,chong1 man3,full of; brimming with; very full; permeated
6,??,chong1 pei4,abundant; plentiful; vigorous
6,??,chong1 shi2,rich; substantial; enrich; substantiate
6,??,chong1 tu1,conflict; to conflict; clash of opposing forces; collision (of interests); contention
6,??,chong1 zu2,adequate; sufficient; abundant
6,??,chong2 bai4,to worship; adoration
6,??,chong2 die2,"to overlap; to superimpose; to telescope; to run together; to duplicate; one over another; superposition; an overlap; redundancy; reduplication (in Chinese grammar, e.g. ???[san4 san4 bu4] to have a stroll)"
5,??,chong2 fu4,to repeat; to duplicate; CL:?|?[ge4]
6,??,chong2 gao1,majestic; sublime
6,??,chong2 jing4,to revere; high esteem
4,??,chong2 xin1,again; once more; re-
6,???,Chong2 yang2 jie2,Double Ninth or Yang Festival; 9th day of 9th lunar month
5,??,chong3 wu4,house pet
6,??,chou1 kong4,to find the time to do sth
5,??,chou1 ti5,drawer
5,??,chou1 xiang4,abstract
4,??,chou1 yan1,"to smoke (a cigarette, tobacco)"
6,??,chou2 bei4,preparations; to get ready for sth
6,??,chou2 chu2,to hesitate
6,??,chou2 mi4,dense
5,?,chou3,"clown; surname Chou; 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox"
6,??,chou3 e4,ugly; repulsive
5,?,chou4,stench; stink; smelly; to smell (bad)
2,?,chu1,"to go out; to come out; to occur; to produce; to go beyond; to rise; to put forth; to happen; classifier for dramas, plays, operas etc"
5,??,chu1 ban3,to publish; to come off the press; to put out
6,??,chu1 bu4,initial; preliminary; tentative
4,??,chu1 chai1,to go on an official or business trip
4,??,chu1 fa1,to start out; to set off
5,??,chu1 ji2,junior; primary
5,??,chu1 kou3,an exit; CL:?|?[ge4]; to speak; to export; (of a ship) to leave port
6,??,chu1 lu4,a way out (of a difficulty etc)
6,??,chu1 mai4,to offer for sale; to sell; to sell out or betray
5,??,chu1 se4,remarkable; outstanding
6,??,chu1 shen1,family background; class origin
6,??,chu1 shen2,entranced; Trance (music genre)
4,??,chu1 sheng1,to be born
5,??,chu1 xi2,to attend; to participate; present
6,??,chu1 xi5,promise; prospects; future
3,??,chu1 xian4,to appear; to arise; to emerge; to show up
6,???,chu1 yang2 xiang4,to make a fool of oneself
1,???,chu1 zu1 che1,taxi
5,?,chu2,to get rid of; to remove; to exclude; to eliminate; to wipe out; to divide; except; not including
3,??,chu2 fang2,kitchen; CL:?|?[jian1]
5,??,chu2 fei1,"only if (..., or otherwise, ...); only when; only in the case that; unless"
3,??,chu2 le5,besides; apart from (... also...); in addition to; except (for)
5,??,chu2 xi1,(New Year's) Eve
6,??,chu3 bei4,reserves; to store up
6,??,chu3 cun2,stockpile; to store; to stockpile; storage
6,??,chu3 fen4,to discipline sb; to punish; disciplinary action; to deal with (a matter); CL:?|?[ge4]
6,??,chu3 jing4,plight; unfavorable situation
5,??,chu3 li3,to handle; to treat; to deal with; to process; CL:?|?[ge4]
6,??,chu3 xu4,to deposit money; to save; savings
6,??,chu3 zhi4,to handle; to take care of; to punish
6,??,chu4 fan4,offend
2,?,chuan1,to bore through; pierce; perforate; penetrate; pass through; to dress; to wear; to put on; to thread
6,????,chuan1 liu2 bu4 xi1,the stream flows without stopping (idiom); unending flow
6,??,chuan1 yue4,to pass through; to cross; to overcome
2,?,chuan2,"a boat; vessel; ship; CL:?|?[tiao2],?[sou1],?|?[zhi1]"
5,??,chuan2 bo1,to disseminate; to propagate; to spread
6,??,chuan2 bo2,shipping; boats
6,??,chuan2 da2,to pass on; to convey; to relay; to transmit; transmission
6,??,chuan2 dan1,leaflet; flier; pamphlet
5,??,chuan2 di4,to transmit; to pass on to sb else
5,??,chuan2 ran3,to infect; contagious
6,??,chuan2 shou4,to impart; to pass on; to teach
5,??,chuan2 shuo1,legend; folklore; tradition; it is said; they say that...
5,??,chuan2 tong3,tradition; traditional; convention; conventional; CL:?|?[ge4]
4,??,chuan2 zhen1,fax; facsimile
6,??,chuan3 qi4,to breathe deeply; to pant
6,?,chuan4,to string together; to mix up; to conspire; to rove; bunch or cluster; string (computing); classifier for rows or strings
4,??,chuang1 hu5,"window; CL:?|?[ge4],?[shan4]"
5,??,chuang1 lian2,window curtains
6,??,chuang2 dan1,"sheet; CL:?|?[tiao2],?[jian4],?|?[zhang1],?[chuang2]"
5,?,chuang3,to rush; to charge; to dash; to break through; to temper oneself (through battling hardships)
6,??,chuang4 li4,to found; establish; originate
6,??,chuang4 xin1,innovation; to bring forth new ideas; to blaze new trails
6,??,chuang4 ye4,to begin an undertaking; to start a major task; to initiate; to venture; venture
5,??,chuang4 zao4,to create; to bring about; to produce; CL:?|?[ge4]
6,??,chuang4 zuo4,to create; to produce; to write; creative work; creation; CL:?|?[ge4]
5,?,chui1,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through
6,??,chui1 niu2,to brag; to chat (dialect)
6,??,chui1 peng3,to flatter; to laud sb's accomplishments; adulation
6,?,chui2,hammer; to hammer into shape; weight (e.g. of a steelyard or balance)
6,??,chui2 zhi2,perpendicular; vertical
3,?,chun1,spring (time); gay; joyful; youthful; love; lust; life
6,??,chun2 cui4,purely
6,??,chun2 jie2,pure; clean and honest; to purify
5,??,ci2 dai4,"magnetic tape; CL:?|?[pan2],?[he2]"
4,??,ci2 dian3,"dictionary (of Chinese compound words); also written ??|??[ci2 dian3]; CL:?[bu4],?[ben3]"
6,??,ci2 hui4,vocabulary; list of words (e.g. for language teaching purposes)
6,??,ci2 xiang2,kindly; benevolent (often of older person)
6,??,ci2 xiong2,male and female
3,??,ci2 yu3,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression
5,??,ci2 zhi2,to resign
5,??,ci3 wai4,besides; in addition; moreover; furthermore
6,?,ci4,thorn; splinter; to stab; to pierce; to prick
2,?,ci4,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time"
6,??,ci4 hou4,to serve; to act as a valet
5,??,ci4 ji1,to provoke; to irritate; to upset; to stimulate; to excite; irritant
6,??,ci4 pin3,substandard products; defective; seconds
6,??,ci4 xu4,sequence; order
5,??,ci4 yao4,secondary
5,??,cong1 mang2,hasty; hurried
3,??,cong1 ming5,acute (of sight and hearing); clever; intelligent; bright; smart
5,?,cong2,from; via; passing through; through
6,?,cong2,cluster; collection; collection of books; thicket
5,??,cong2 ci3,from now on; since then; henceforth
5,??,cong2 er2,thus; thereby
4,??,cong2 lai2,always; at all times; never (if used in negative sentence)
5,??,cong2 qian2,previously; formerly; once upon a time
6,????,cong2 rong2 bu4 po4,calm; unruffled
5,??,cong2 shi4,to go for; to engage in; to undertake; to deal with; to handle; to do
6,??,cou4 he5,to bring together; to make do in a bad situation; to just get by; to improvise; passable; not too bad
6,??,cu1 lu3,crude; coarse; rough
4,??,cu1 xin1,careless; thoughtless
5,?,cu4,vinegar
5,??,cu4 jin4,to promote (an idea or cause); to advance; boost
5,??,cu4 shi3,to induce; to promote; to urge; to impel; to bring about; to provoke; to drive (sb to do sth); to catalyze; to actuate; to contribute to (some development)
6,?,cuan4,to flee; to scuttle; to exile or banish; to amend or edit
5,?,cui1,to urge; to press; to prompt; to rush sb; to hasten sth; to expedite
6,??,cui1 can2,to ravage; to ruin
6,??,cui4 ruo4,weak; frail
5,?,cun2,exist; deposit; store; keep; survive
5,??,cun2 zai4,to exist; to be
6,?,cuo1,to rub or roll between the hands or fingers; to twist
6,??,cuo1 shang1,to consult; to discuss seriously; to negotiate; to confer; negotiations; consultations
2,?,cuo4,mistake; error; blunder; fault; cross; uneven; wrong; CL:?|?[ge4]
5,??,cuo4 shi1,measure; step (to be taken); CL:?|?[ge4]
5,??,cuo4 wu4,error; mistake; mistaken; CL:?|?[ge4]
6,??,cuo4 zhe2,setback; reverse; check; defeat; frustration; disappointment; to frustrate; to discourage; to set sb back; to blunt; to subdue
6,?,da1,"to put up; to build (scaffolding); to hang (clothes on a pole); to connect; to join; to arrange in pairs; to match; to add; to throw in (resources); to take (boat, train)"
6,??,da1 dang4,to cooperate; partner
6,??,da1 pei4,to pair up; to match; to arrange in pairs; to add sth into a group
5,??,da1 ying5,to promise; to agree; to reply; to respond
4,??,da2 an4,answer; solution; CL:?|?[ge4]
6,??,da2 bian4,to reply (to an accusation)
6,??,da2 cheng2,to reach (an agreement); to accomplish
5,??,da2 dao4,to reach; to achieve; to attain
6,??,da2 fu4,to answer; to reply; Reply to: (in email header)
4,??,da3 ban5,to decorate; to dress; to make up; to adorn; manner of dressing; style of dress
6,??,da3 bao1,to wrap; to pack; to ask for a doggy bag (at a restaurant)
1,???,da3 dian4 hua4,to make a telephone call
5,??,da3 gong1,to work (do manual labor for a living); a part time job; to moonlight
6,???,da3 guan1 si5,to file a lawsuit; to sue; to dispute
6,??,da3 ji1,to hit; to strike; to attack; to crack down on sth; a setback; a blow; percussion (music)
6,??,da3 jia4,to fight; to scuffle; to come to blows; CL:?|?[chang2]
5,???,da3 jiao1 dao4,to come into contact with; to have dealings
2,???,da3 lan2 qiu2,play basketball
6,??,da3 liang5,to size sb up; to take measure of; to suppose; to reckon
6,??,da3 lie4,to go hunting
5,???,da3 pen1 ti4,to sneeze
4,??,da3 rao3,to disturb; to bother; to trouble
3,??,da3 sao3,to clean; to sweep
3,??,da3 suan4,to plan; to intend; to calculate; plan; intention; calculation; CL:?|?[ge4]
5,??,da3 ting5,to ask about; to inquire about
4,??,da3 yin4,to print; to seal; to stamp
6,??,da3 zhang4,to fight a battle; to go to war
5,???,da3 zhao1 hu5,to greet sb by word or action; to give prior notice
4,??,da3 zhe2,to give a discount
4,??,da3 zhen1,to give or have an injection
1,?,da4,big; huge; large; major; great; wide; deep; oldest; eldest
6,???,da4 bu4 liao3,at worst; if worst comes to worst; serious; alarming
6,??,da4 chen2,minister (of a monarchy)
5,??,da4 fang1,expert; scholar; mother earth; a type of green tea
4,??,da4 gai4,roughly; probably; rough; approximate; about
6,???,da4 huo3 r5,everybody; everyone; we all 
2,??,da4 jia1,authority; everyone
6,??,da4 sha4,large building; edifice; mansion; CL:?[zuo4]
4,???,da4 shi3 guan3,"embassy; CL:?[zuo4],?|?[ge4]"
6,??,da4 si4,wantonly; without restraint (of enemy or malefactor); unbridled
6,??,da4 ti3,in general; more or less; in rough terms; basically; on the whole
5,??,da4 xiang4,elephant; CL:?|?[zhi1]
5,??,da4 xing2,large scale; wide scale; broad scale
6,??,da4 yi4,general idea; main idea
4,??,da4 yue1,approximately; about
6,??,da4 zhi4,more or less; roughly; approximately
5,?,dai1,foolish; stupid; expressionless; blank; to stay
6,??,dai3 tu2,evil-doer; malefactor; gangster; hoodlum
3,?,dai4,band; belt; girdle; ribbon; tire; area; zone; region; CL:?|?[tiao2]; to wear; to carry; to lead; to bring; to look after; to raise
4,?,dai4,"to put on or wear (glasses, hat, gloves etc); to respect; to bear; to support"
4,??,dai4 biao3,"representative; delegate; CL:?[wei4],?|?[ge4],?[ming2]; to represent; to stand for; on behalf of; in the name of"
6,??,dai4 bu3,to arrest; to apprehend; an arrest
4,??,dai4 fu5,"doctor; minister of state (in pre-Han states); CL:?|?[ge4],?[wei4]"
6,??,dai4 jia4,price; cost; consideration (in share dealing)
5,??,dai4 kuan3,a loan; to provide a loan (e.g. bank); CL:?|?[bi3]
6,??,dai4 li3,to act on behalf of sb in a responsible position; to act as an agent or proxy; surrogate
6,??,dai4 ling3,to guide; to lead
6,??,dai4 man4,to slight; to neglect
4,??,dai4 ti4,"instead; to replace; to substitute (X for Y, or a number in an algebraic expression)"
5,??,dai4 yu4,treatment; pay; wages; status; salary
6,??,dan1 bao3,to guarantee; to vouch for
5,??,dan1 chun2,simple; pure; alone; merely
5,??,dan1 diao4,monotonous
5,??,dan1 du2,alone; by oneself; on one's own
5,??,dan1 ren4,to hold a governmental office or post; to assume office of; to take charge of; to serve as
5,??,dan1 wei4,a unit; unit (of measure); work unit (one's workplace); CL:?|?[ge4]
5,??,dan1 wu5,delay; hold-up; to waste time; to interfere with
